Soil Type,Previous Crop,Acre of Land,Rainfall Frequency,Porosity,Recommended Crop
Sandy,Corn,11,Medium,Low,Millets
Clay,Soybean,13,Medium,High,Apple
Loamy,Soybean,11,Medium,Low,Sunflower
Loamy,Barley,4,Low,High,Corn
Loamy,Chickpea,18,Medium,High,Peas
Silty,Soybean,5,Low,Medium,Tomato
Peaty,Millets,4,Medium,Low,Sesame
Chalky,Sunflower,14,Low,Medium,Barley
Loamy,Wheat,20,High,Low,Peas
Sandy,Cotton,12,Low,Low,Cotton
Silty,Barley,10,Low,Medium,Tomato
Chalky,Mustard,20,Medium,Medium,Barley
Peaty,Tomato,18,Medium,High,Sesame
Chalky,Rice,12,Low,High,Barley
Silty,Lentils,17,High,Low,Tomato
Chalky,Peas,11,Low,Medium,Barley
Clay,Sunflower,19,Low,Low,Millets
Peaty,Flaxseed,16,Medium,Low,Sesame
Silty,Sunflower,16,Medium,High,Tomato
Chalky,Wheat,17,Low,Medium,Barley
Chalky,Cotton,16,Medium,Low,Flaxseed
Loamy,Sesame,12,Medium,Low,Peas
Chalky,Sunflower,12,Medium,Medium,Barley
Clay,Peas,9,Low,Low,Onion
Loamy,Sugarcane,16,Medium,Low,Sunflower
Chalky,Corn,11,Low,High,Oats
Clay,Millets,8,High,Low,Sunflower
Clay,Wheat,1,Medium,Medium,Flaxseed
Chalky,Lentils,8,Medium,Low,Oats
Chalky,Corn,5,Medium,Low,Flaxseed
Sandy,Sugarcane,3,High,Medium,Millets
Sandy,Sugarcane,17,Low,Low,Millets
Silty,Flaxseed,9,High,High,Tomato
Chalky,Mustard,17,High,Medium,Flaxseed
Peaty,Sesame,11,High,Medium,Soybean
Clay,Sugarcane,12,Low,Medium,Soybean
Chalky,Soybean,3,Medium,Low,Flaxseed
Chalky,Lentils,2,High,Low,Barley
Silty,Cotton,16,Low,High,Tomato
Peaty,Sesame,1,Low,Medium,Sesame
Sandy,Mustard,7,Medium,High,Cotton
Sandy,Maize,5,High,High,Cotton
Peaty,Corn,20,High,Medium,Soybean
Sandy,Mustard,4,High,High,Cotton
Sandy,Tomato,20,High,High,Cotton
Clay,Soybean,10,High,Medium,Wheat
Silty,Corn,14,High,Low,Rice
Loamy,Mustard,9,Low,Medium,Sunflower
Chalky,Barley,10,Medium,Medium,Barley
Clay,Millets,6,High,High,Apple
Silty,Sugarcane,6,Medium,Medium,Soybean
Silty,Sunflower,3,Medium,Medium,Rice
Clay,Corn,11,High,High,Cabbage
Loamy,Peas,10,Medium,Medium,Peas
Silty,Mustard,19,Low,Low,Soybean
Peaty,Soybean,4,High,High,Sesame
Peaty,Sunflower,20,Medium,Medium,Soybean
Chalky,Mustard,7,Medium,Medium,Barley
Silty,Chickpea,16,Low,Medium,Tomato
Chalky,Soybean,12,High,Medium,Oats
Loamy,Chickpea,19,High,Medium,Sunflower
Clay,Lentils,14,Medium,Medium,Lentils
Peaty,Soybean,2,Medium,Low,Soybean
Silty,Lentils,2,Medium,High,Tomato
Sandy,Mustard,2,Medium,High,Mustard
Sandy,Lentils,7,Low,Low,Mustard
Peaty,Sunflower,20,High,Medium,Lentils
Peaty,Mustard,2,High,Medium,Lentils
Silty,Peas,11,High,High,Rice
Chalky,Tomato,17,High,Medium,Flaxseed
Chalky,Corn,6,High,High,Barley
Loamy,Chickpea,10,High,Medium,Corn
Chalky,Flaxseed,12,Medium,Medium,Flaxseed
Clay,Sesame,3,High,High,Wheat
Peaty,Soybean,17,Medium,Low,Soybean
Peaty,Sesame,3,Medium,Medium,Soybean
Peaty,Wheat,12,High,Medium,Sesame
Loamy,Corn,2,Low,Low,Corn
Chalky,Soybean,11,Low,Medium,Oats
Peaty,Lentils,19,Low,High,Sesame
Clay,Barley,17,Medium,Low,Soybean
Sandy,Soybean,3,High,Low,Millets
Loamy,Barley,7,Medium,High,Sunflower
Peaty,Lentils,20,Low,Low,Soybean
Peaty,Chickpea,20,Medium,Low,Sesame
Loamy,Sunflower,7,High,Medium,Peas
Loamy,Mustard,9,Medium,High,Corn
Clay,Tomato,16,Low,Low,Oats
Loamy,Peas,14,Low,Medium,Corn
Clay,Tomato,20,High,High,Groundnut
Silty,Soybean,9,Medium,Medium,Tomato
Peaty,Wheat,20,Low,Low,Lentils
Silty,Sunflower,6,Low,High,Rice
Sandy,Soybean,20,Medium,Medium,Millets
Clay,Corn,19,High,Low,Corn
Clay,Rice,3,High,Low,Apple
Silty,Rice,13,Medium,Low,Soybean
Loamy,Chickpea,1,High,Low,Peas
Chalky,Sugarcane,16,High,Medium,Oats
Peaty,Barley,13,Low,Low,Sesame
Silty,Chickpea,8,High,High,Soybean
Chalky,Chickpea,14,High,Medium,Barley
Silty,Sunflower,14,Medium,High,Rice
Chalky,Mustard,7,Medium,Medium,Oats
Sandy,Flaxseed,8,Low,High,Millets
Silty,Peas,13,Low,Low,Tomato
Peaty,Mustard,11,Low,High,Lentils
Loamy,Maize,13,Low,Medium,Sunflower
Loamy,Mustard,7,Medium,Low,Peas
Sandy,Sugarcane,18,Medium,High,Cotton
Chalky,Soybean,16,Low,High,Flaxseed
Silty,Tomato,13,Low,Low,Rice
Sandy,Mustard,1,Medium,Low,Mustard
Loamy,Sesame,14,Medium,High,Corn
Peaty,Peas,5,Medium,Medium,Soybean
Chalky,Lentils,1,Low,Low,Oats
Chalky,Sesame,19,Low,Low,Oats
Peaty,Sunflower,7,High,Low,Lentils
Clay,Lentils,10,Medium,Low,Corn
Clay,Sunflower,14,Low,High,Barley
Peaty,Lentils,12,Medium,Medium,Soybean
Clay,Soybean,7,Low,High,Pumpkin
Silty,Sesame,10,High,High,Soybean
Sandy,Soybean,7,Medium,Low,Millets
Silty,Mustard,7,High,High,Tomato
Sandy,Sunflower,17,High,Low,Mustard
Sandy,Barley,7,Low,Medium,Millets
Loamy,Corn,18,High,Low,Corn
Silty,Soybean,17,Low,Low,Rice
Peaty,Peas,2,Low,Low,Soybean
Clay,Sesame,16,High,Low,Wheat
Peaty,Sugarcane,20,Low,High,Lentils
Sandy,Flaxseed,1,Medium,Medium,Cotton
Sandy,Sunflower,4,High,High,Millets
Chalky,Cotton,12,Medium,High,Oats
Peaty,Mustard,12,Medium,High,Lentils
Peaty,Tomato,18,High,High,Sesame
Loamy,Lentils,4,Low,Medium,Sunflower
Sandy,Sunflower,6,Low,Medium,Millets
Silty,Mustard,13,Medium,Low,Tomato
Silty,Barley,5,Medium,Low,Rice
Clay,Mustard,1,Medium,Medium,Chickpea
Loamy,Barley,19,Low,Medium,Sunflower
Silty,Soybean,10,Medium,Low,Soybean
Peaty,Sunflower,13,Medium,High,Sesame
Sandy,Mustard,13,Low,Low,Millets
Silty,Flaxseed,12,Low,Low,Rice
Peaty,Soybean,7,Medium,Medium,Sesame
Loamy,Sesame,18,Medium,Low,Corn
Loamy,Corn,2,High,Low,Corn
Chalky,Sunflower,17,Low,Low,Flaxseed
Loamy,Wheat,11,High,Medium,Corn
Peaty,Flaxseed,14,High,Low,Sesame
Peaty,Chickpea,6,Low,Medium,Lentils
Loamy,Mustard,14,Low,Low,Corn
Clay,Corn,10,Low,Low,Grapes
Loamy,Corn,14,Low,Medium,Peas
Silty,Barley,4,High,Low,Tomato
Loamy,Soybean,13,High,Medium,Peas
Chalky,Flaxseed,18,Medium,High,Oats
Clay,Lentils,7,Medium,Medium,Banana
Loamy,Barley,9,Low,High,Sunflower
Sandy,Chickpea,12,High,Low,Millets
Clay,Barley,17,High,Medium,Cabbage
Loamy,Rice,6,Low,High,Corn
Sandy,Soybean,12,High,High,Cotton
Chalky,Chickpea,14,Low,Medium,Flaxseed
Chalky,Corn,15,High,High,Oats
Sandy,Mustard,18,Low,Medium,Mustard
Peaty,Soybean,13,Low,High,Lentils
Silty,Sunflower,9,Low,High,Soybean
Clay,Flaxseed,12,High,High,Orange
Clay,Peas,4,Medium,Medium,Millets
Clay,Lentils,15,High,Medium,Corn
Clay,Sesame,1,Medium,Low,Spinach
Sandy,Barley,7,Medium,High,Millets
Sandy,Chickpea,11,High,Low,Mustard
Silty,Mustard,20,Medium,Medium,Rice
Silty,Sunflower,1,High,Low,Rice
Chalky,Corn,3,Medium,Medium,Barley
Silty,Corn,19,Low,Medium,Tomato
Sandy,Lentils,17,Low,Medium,Millets
Silty,Wheat,15,High,Low,Soybean
Chalky,Sesame,3,Low,High,Barley
Clay,Millets,18,Low,Medium,Wheat
Clay,Soybean,6,High,High,Coffee
Sandy,Mustard,7,Medium,Medium,Millets
Peaty,Wheat,6,High,Low,Soybean
Peaty,Millets,1,Low,Low,Lentils
Loamy,Sesame,8,Low,Low,Corn
Peaty,Rice,4,Low,Low,Lentils
Clay,Lentils,10,Medium,Low,Oats
Chalky,Sugarcane,19,Medium,Medium,Oats
Chalky,Millets,16,Low,Low,Oats
Clay,Tomato,16,High,High,Banana
Clay,Sesame,16,Medium,Medium,Tea
Silty,Chickpea,6,Medium,High,Tomato
Chalky,Lentils,10,Medium,Medium,Oats
Silty,Tomato,8,Medium,High,Tomato
Peaty,Sugarcane,12,High,Low,Sesame
Silty,Sesame,5,Low,Medium,Rice
Loamy,Tomato,15,High,High,Corn
Peaty,Peas,6,Medium,Medium,Soybean
Peaty,Corn,11,Low,High,Lentils
Clay,Soybean,15,High,Low,Sesame
Clay,Sunflower,11,High,Medium,Grapes
Sandy,Sesame,6,Low,Low,Mustard
Silty,Tomato,4,Medium,Medium,Rice
Clay,Barley,14,Low,High,Tomato
Clay,Cotton,10,High,Low,Tomato
Chalky,Corn,6,Medium,Medium,Barley
Loamy,Chickpea,16,High,Low,Corn
Loamy,Sesame,10,Medium,Medium,Sunflower
Chalky,Chickpea,10,High,Low,Barley
Silty,Soybean,3,High,High,Rice
Sandy,Corn,11,High,Medium,Cotton
Silty,Chickpea,9,High,Medium,Rice
Peaty,Peas,1,Low,High,Sesame
Sandy,Tomato,1,Low,High,Cotton
Clay,Tomato,1,Medium,Medium,Wheat
Peaty,Corn,7,Low,Low,Lentils
Silty,Corn,8,Low,Medium,Rice
Clay,Peas,13,Low,Low,Potato
Silty,Lentils,15,Low,Low,Rice
Peaty,Lentils,14,High,Low,Soybean
Clay,Mustard,20,Medium,Medium,Tomato
Sandy,Wheat,9,Medium,Medium,Millets
Sandy,Corn,6,High,High,Millets
Loamy,Corn,15,Medium,High,Peas
Clay,Sugarcane,3,Low,Medium,Onion
Clay,Mustard,1,Medium,Low,Chickpea
Silty,Lentils,18,Low,High,Soybean
Silty,Soybean,13,Low,High,Tomato
Chalky,Corn,11,Low,High,Oats
Peaty,Corn,7,Medium,High,Soybean
Sandy,Tomato,2,High,Medium,Cotton
Silty,Soybean,17,High,Medium,Soybean
Chalky,Mustard,12,Low,Low,Flaxseed
Chalky,Soybean,8,Low,High,Barley
Clay,Corn,17,Low,Low,Cotton
Chalky,Sesame,13,Medium,High,Barley
Silty,Wheat,3,High,High,Soybean
Sandy,Mustard,1,Medium,Low,Millets
Loamy,Sunflower,20,Medium,Low,Peas
Loamy,Wheat,2,Low,Low,Corn
Chalky,Soybean,18,Low,Low,Flaxseed
Sandy,Sugarcane,17,Medium,Low,Millets
Chalky,Tomato,5,Medium,Low,Flaxseed
Silty,Sesame,17,Medium,Low,Rice
Loamy,Peas,6,Low,High,Corn
Loamy,Sugarcane,15,Low,Medium,Corn
Loamy,Mustard,5,Low,Medium,Peas
Chalky,Tomato,2,High,High,Barley
Clay,Chickpea,18,Medium,High,Sesame
Sandy,Corn,14,Medium,Low,Mustard
Sandy,Corn,12,Medium,Low,Millets
Sandy,Flaxseed,1,Medium,Low,Mustard
Silty,Soybean,20,Low,High,Rice
Chalky,Lentils,15,Medium,Low,Flaxseed
Loamy,Soybean,12,Medium,Medium,Corn
Loamy,Chickpea,4,Low,Low,Sunflower
Chalky,Chickpea,7,Medium,Medium,Flaxseed
Clay,Rice,9,High,Low,Barley
Sandy,Lentils,4,Medium,Low,Mustard
Silty,Lentils,19,Medium,High,Tomato
Chalky,Tomato,1,Low,Low,Flaxseed
Silty,Sugarcane,7,Medium,Low,Soybean
Peaty,Sesame,15,Medium,Low,Sesame
Sandy,Barley,12,Low,Medium,Mustard
Clay,Sugarcane,7,Medium,High,Apple
Chalky,Corn,16,Medium,Low,Barley
Chalky,Soybean,9,High,High,Oats
Loamy,Mustard,16,Medium,High,Peas
Loamy,Lentils,12,Medium,High,Corn
Chalky,Corn,11,Low,Medium,Oats
Chalky,Corn,20,Medium,High,Flaxseed
Loamy,Sugarcane,1,High,Medium,Peas
Loamy,Sunflower,13,High,Medium,Peas
Silty,Tomato,7,High,Low,Soybean
Clay,Sunflower,12,Medium,Medium,Millets
Sandy,Sesame,14,Low,High,Millets
Chalky,Mustard,10,Medium,Low,Barley
Chalky,Wheat,7,Low,Medium,Barley
Silty,Wheat,10,Medium,High,Soybean
Peaty,Sunflower,10,Medium,Low,Soybean
Loamy,Sesame,7,High,Low,Corn
Sandy,Soybean,19,Low,High,Millets
Chalky,Soybean,7,High,Medium,Barley
Loamy,Corn,6,Medium,Low,Corn
Loamy,Sunflower,17,Medium,Medium,Corn
Chalky,Sesame,5,Medium,Medium,Oats
Clay,Millets,7,Medium,High,Sugarcane
Sandy,Tomato,9,Medium,Medium,Millets
Silty,Flaxseed,1,High,High,Soybean
Sandy,Tomato,5,Medium,Medium,Mustard
Sandy,Peas,13,Medium,Medium,Cotton
Sandy,Flaxseed,4,High,High,Mustard
Silty,Chickpea,11,Medium,Medium,Soybean
Sandy,Flaxseed,6,Low,Low,Millets
Peaty,Mustard,12,Medium,Medium,Soybean
Loamy,Sunflower,5,High,High,Sunflower
Chalky,Peas,4,Medium,Medium,Flaxseed
Loamy,Sugarcane,11,High,Medium,Peas
Chalky,Mustard,14,Low,Low,Barley
Peaty,Soybean,10,Low,High,Lentils
Chalky,Peas,18,High,Low,Oats
Silty,Peas,1,Low,High,Rice
Sandy,Corn,9,Medium,High,Mustard
Silty,Soybean,19,Medium,Low,Rice
Peaty,Corn,13,High,Medium,Soybean
Loamy,Mustard,1,Low,High,Sunflower
Chalky,Barley,17,High,High,Barley
Clay,Lentils,15,Medium,High,Onion
Peaty,Soybean,11,Medium,High,Soybean
Peaty,Millets,3,Medium,Low,Soybean
Silty,Sunflower,7,High,High,Tomato
Loamy,Mustard,1,Low,Medium,Peas
Silty,Lentils,20,Medium,Low,Soybean
Sandy,Barley,15,Low,Low,Cotton
Silty,Mustard,13,Low,Medium,Soybean
Peaty,Peas,4,Medium,High,Soybean
Clay,Flaxseed,8,Low,Low,Banana
Peaty,Mustard,19,Medium,Low,Soybean
Peaty,Tomato,4,Medium,Low,Lentils
Chalky,Wheat,2,High,Medium,Oats
Loamy,Sugarcane,12,Medium,Medium,Corn
Loamy,Cotton,6,Low,Low,Corn
Peaty,Corn,3,Low,Medium,Lentils
Silty,Chickpea,4,Medium,Low,Soybean
Peaty,Rice,6,Low,Low,Soybean
Peaty,Lentils,16,Low,Low,Soybean
Silty,Corn,5,Low,Low,Soybean
Sandy,Soybean,19,Medium,Medium,Mustard
Sandy,Soybean,16,High,Medium,Millets
Peaty,Soybean,2,Medium,High,Sesame
Clay,Soybean,16,High,Medium,Banana
Silty,Corn,8,Medium,Low,Soybean
Loamy,Lentils,9,Medium,Medium,Sunflower
Sandy,Corn,1,Medium,Low,Cotton
Clay,Mustard,20,High,Medium,Orange
Silty,Lentils,8,Low,Low,Soybean
Clay,Rice,14,Medium,Low,Coffee
Sandy,Soybean,9,Medium,High,Millets
Clay,Corn,15,Medium,Medium,Potato
Silty,Tomato,11,High,Medium,Rice
Chalky,Corn,8,Medium,Medium,Barley
Loamy,Mustard,17,High,Medium,Sunflower
Silty,Soybean,20,Low,Medium,Soybean
Loamy,Soybean,13,Medium,Medium,Peas
Sandy,Rice,1,Low,Medium,Mustard
Loamy,Maize,3,Medium,High,Peas
Silty,Wheat,3,Medium,High,Rice
Silty,Peas,13,High,Medium,Rice
Silty,Cotton,13,High,High,Soybean
Silty,Sugarcane,13,High,Low,Tomato
Loamy,Cotton,20,Low,High,Sunflower
Silty,Chickpea,5,High,Low,Soybean
Loamy,Lentils,3,Low,Medium,Sunflower
Loamy,Sesame,2,Medium,Medium,Peas
Silty,Lentils,15,Medium,High,Tomato
Loamy,Lentils,2,High,High,Sunflower
Clay,Peas,7,Low,Low,Cotton
Peaty,Rice,15,Low,Low,Sesame
Chalky,Mustard,19,High,Medium,Oats
Silty,Soybean,10,Low,Low,Soybean
Sandy,Sunflower,20,Low,Low,Millets
Silty,Corn,1,Medium,Medium,Rice
Clay,Sesame,5,High,High,Corn
Peaty,Lentils,20,Medium,Medium,Sesame
Sandy,Rice,1,Low,Low,Millets
Peaty,Corn,20,Medium,Medium,Lentils
Chalky,Flaxseed,10,Medium,High,Flaxseed
Chalky,Wheat,7,Medium,Medium,Oats
Loamy,Millets,5,Low,Medium,Corn
Chalky,Mustard,9,Low,Medium,Oats
Silty,Mustard,17,High,Medium,Soybean
Peaty,Soybean,19,High,Low,Lentils
Sandy,Peas,7,Medium,High,Cotton
Chalky,Mustard,16,Low,High,Barley
Sandy,Cotton,1,Medium,Medium,Millets
Loamy,Soybean,3,Low,Low,Corn
Clay,Peas,11,Low,High,Coffee
Silty,Wheat,19,Low,Medium,Rice
Peaty,Millets,6,Low,High,Lentils
Peaty,Barley,13,High,High,Soybean
Peaty,Lentils,4,Low,Low,Lentils
Chalky,Soybean,6,Low,Low,Barley
Silty,Mustard,14,Low,High,Soybean
Silty,Corn,17,Low,Medium,Tomato
Peaty,Barley,19,Medium,Low,Sesame
Clay,Sunflower,8,Medium,Low,Coffee
Clay,Chickpea,5,Medium,Medium,Soybean
Peaty,Soybean,5,Medium,Low,Lentils
Loamy,Mustard,1,High,High,Sunflower
Chalky,Barley,7,High,High,Flaxseed
Clay,Mustard,18,Low,Low,Chickpea
Chalky,Cotton,5,Low,Medium,Barley
Peaty,Soybean,10,High,Medium,Soybean
Silty,Wheat,19,Low,High,Soybean
Loamy,Mustard,10,Low,Medium,Corn
Sandy,Flaxseed,11,High,Low,Mustard
Chalky,Corn,11,High,Medium,Barley
Peaty,Sugarcane,2,Low,High,Lentils
Silty,Chickpea,20,Low,Low,Rice
Silty,Flaxseed,12,Medium,High,Soybean
Sandy,Rice,3,Medium,Low,Millets
Silty,Sugarcane,1,Low,High,Tomato
Sandy,Barley,16,Low,High,Cotton
Peaty,Sesame,2,High,Medium,Lentils
Loamy,Mustard,10,Low,Medium,Peas
Chalky,Cotton,1,Low,Medium,Barley
Clay,Millets,2,Low,Medium,Groundnut
Sandy,Flaxseed,10,Medium,Medium,Mustard
Sandy,Chickpea,7,High,High,Cotton
Chalky,Corn,6,High,High,Barley
Chalky,Flaxseed,1,Medium,Low,Oats
Clay,Maize,20,Low,Medium,Soybean
Loamy,Mustard,11,High,Medium,Peas
Clay,Sunflower,15,Medium,High,Corn
Silty,Lentils,1,Medium,Low,Rice
Peaty,Sunflower,9,High,Low,Lentils
Peaty,Soybean,4,Low,Medium,Sesame
Clay,Soybean,19,Medium,Medium,Tea
Chalky,Soybean,9,Low,Medium,Barley
Peaty,Tomato,13,Medium,High,Sesame
Peaty,Sugarcane,13,Low,High,Soybean
Clay,Flaxseed,15,High,Medium,Lentils
Peaty,Tomato,9,Medium,High,Soybean
Peaty,Tomato,16,Low,High,Lentils
Loamy,Sugarcane,17,Medium,High,Peas
Silty,Chickpea,19,Low,Low,Soybean
Sandy,Lentils,17,High,High,Cotton
Clay,Sunflower,18,Low,High,Cotton
Peaty,Peas,14,Low,High,Lentils
Peaty,Soybean,9,Medium,Medium,Lentils
Loamy,Chickpea,11,Low,High,Peas
Sandy,Corn,5,Low,High,Cotton
Chalky,Cotton,14,Medium,Medium,Flaxseed
Chalky,Wheat,16,Low,Low,Oats
Chalky,Sugarcane,17,Low,High,Oats
Sandy,Flaxseed,2,Low,Low,Cotton
Silty,Cotton,9,Low,High,Soybean
Sandy,Chickpea,12,High,High,Mustard
Clay,Lentils,17,Medium,High,Sesame
Peaty,Mustard,7,Medium,High,Soybean
Loamy,Wheat,20,High,High,Corn
Peaty,Cotton,12,Medium,High,Lentils
Loamy,Barley,6,Low,Low,Sunflower
Silty,Mustard,1,Low,Low,Tomato
Clay,Flaxseed,7,Medium,Medium,Tomato
Sandy,Lentils,9,Medium,Medium,Cotton
Clay,Chickpea,12,High,High,Groundnut
Peaty,Lentils,16,Low,Low,Soybean
Peaty,Soybean,12,Medium,High,Lentils
Sandy,Chickpea,7,Medium,High,Millets
Silty,Barley,10,High,High,Tomato
Sandy,Sesame,17,High,High,Millets
Chalky,Wheat,5,Low,Low,Flaxseed
Clay,Sunflower,2,Medium,Medium,Apple
Silty,Sunflower,7,Low,Medium,Tomato
Loamy,Mustard,17,Low,Medium,Corn
Silty,Mustard,1,Medium,Medium,Soybean
Loamy,Maize,11,Low,Low,Sunflower
Chalky,Soybean,11,Low,High,Flaxseed
Chalky,Sesame,2,High,High,Flaxseed
Chalky,Peas,5,Low,Medium,Flaxseed
Silty,Corn,11,High,Low,Rice
Silty,Chickpea,9,High,Medium,Soybean
Loamy,Barley,18,Low,Low,Peas
Silty,Barley,8,Medium,High,Tomato
Loamy,Flaxseed,2,Medium,Low,Sunflower
Clay,Mustard,8,Medium,Low,Cabbage
Clay,Sunflower,18,Medium,Low,Barley
Sandy,Lentils,8,Low,Medium,Mustard
Chalky,Lentils,17,High,High,Flaxseed
Chalky,Lentils,19,Low,Low,Flaxseed
Sandy,Lentils,17,Low,Medium,Cotton
Peaty,Sesame,16,Medium,Low,Soybean
Loamy,Sesame,15,Medium,Medium,Peas
Loamy,Tomato,10,Low,High,Corn
Peaty,Corn,5,Low,High,Soybean
Silty,Mustard,10,Medium,Medium,Rice
Loamy,Mustard,20,Low,Medium,Corn
Chalky,Peas,2,Low,Low,Oats
Peaty,Chickpea,9,Medium,Low,Lentils
Silty,Sesame,16,Low,Low,Rice
Silty,Mustard,19,Low,Medium,Soybean
Loamy,Soybean,1,Medium,Medium,Sunflower
Loamy,Corn,19,Low,Low,Sunflower
Loamy,Wheat,13,High,Medium,Peas
Silty,Tomato,11,Low,Medium,Rice
Sandy,Flaxseed,6,High,Low,Millets
Sandy,Tomato,11,High,Low,Cotton
Clay,Lentils,12,Low,Low,Onion
Chalky,Millets,13,Low,Low,Oats
Peaty,Flaxseed,7,Medium,Low,Lentils
Silty,Flaxseed,1,Medium,Low,Soybean
Sandy,Lentils,10,High,Medium,Millets
Sandy,Millets,14,Low,High,Millets
Loamy,Mustard,19,Medium,Low,Sunflower
Silty,Rice,19,Medium,Low,Tomato
Chalky,Peas,3,Medium,Medium,Flaxseed
Loamy,Mustard,14,Medium,Low,Peas
Chalky,Sesame,19,Medium,High,Flaxseed
Chalky,Flaxseed,12,Low,High,Oats
Peaty,Soybean,3,Medium,Medium,Lentils
Sandy,Peas,10,High,High,Mustard
Silty,Soybean,11,High,High,Soybean
Loamy,Cotton,18,Low,Medium,Peas
Chalky,Sesame,7,Medium,High,Oats
Loamy,Sesame,16,Medium,Low,Sunflower
Silty,Millets,8,High,Medium,Tomato
Peaty,Cotton,11,High,Low,Lentils
Chalky,Tomato,6,Medium,Medium,Barley
Loamy,Barley,7,High,High,Sunflower
Loamy,Soybean,6,Low,High,Sunflower
Peaty,Maize,14,Medium,Medium,Sesame
Sandy,Wheat,19,High,Medium,Mustard
Loamy,Wheat,14,Low,High,Peas
Silty,Maize,2,Low,Medium,Soybean
Silty,Barley,1,Low,Medium,Rice
Loamy,Peas,20,Medium,Low,Peas
Sandy,Lentils,20,Low,Low,Cotton
Loamy,Soybean,2,Medium,High,Sunflower
Sandy,Sesame,1,Low,Low,Mustard
Peaty,Chickpea,16,Low,Low,Sesame
Chalky,Rice,17,Low,Low,Flaxseed
Peaty,Soybean,17,Low,Low,Lentils
Sandy,Sunflower,19,Medium,Low,Cotton
Chalky,Wheat,6,High,High,Barley
Sandy,Mustard,2,High,Low,Mustard
Loamy,Wheat,9,Low,High,Peas
Loamy,Mustard,11,Medium,Low,Peas
Clay,Barley,19,Medium,High,Apple
Sandy,Mustard,16,Medium,Medium,Mustard
Clay,Wheat,2,Medium,Medium,Groundnut
Sandy,Wheat,17,Low,Low,Millets
Peaty,Mustard,7,Medium,Low,Soybean
Peaty,Mustard,19,Medium,Medium,Lentils
Chalky,Maize,18,Medium,High,Barley
Sandy,Lentils,16,High,Low,Cotton
Chalky,Soybean,17,Low,Low,Barley
Peaty,Lentils,6,Low,High,Lentils
Clay,Tomato,3,High,Low,Peas
Silty,Corn,6,High,High,Soybean
Sandy,Flaxseed,17,High,Low,Cotton
Sandy,Soybean,2,High,Low,Millets
Clay,Soybean,15,High,Low,Brinjal
Chalky,Corn,10,Medium,High,Flaxseed
Loamy,Corn,4,High,Low,Sunflower
Silty,Mustard,7,High,Low,Rice
Sandy,Sesame,14,High,Low,Mustard
Chalky,Wheat,12,Medium,Medium,Barley
Chalky,Barley,3,High,Low,Flaxseed
Peaty,Mustard,10,High,Medium,Soybean
Clay,Corn,10,Low,High,Apple
Peaty,Soybean,3,Low,Low,Sesame
Clay,Soybean,20,Medium,Medium,Spinach
Loamy,Tomato,3,Medium,Low,Sunflower
Clay,Peas,3,Medium,Low,Onion
Clay,Corn,6,Medium,Low,Chickpea
Loamy,Corn,13,Low,Medium,Peas
Chalky,Lentils,4,Low,Low,Oats
Peaty,Barley,19,High,High,Lentils
Chalky,Mustard,1,High,Medium,Flaxseed
Silty,Sugarcane,19,Low,Medium,Tomato
Loamy,Flaxseed,10,Low,Medium,Corn
Silty,Wheat,4,Medium,Medium,Tomato
Peaty,Flaxseed,7,Low,Medium,Lentils
Clay,Soybean,10,Low,Medium,Banana
Sandy,Sugarcane,17,Medium,Medium,Cotton
Loamy,Tomato,4,Medium,Medium,Sunflower
Clay,Chickpea,3,Medium,Medium,Peas
Sandy,Tomato,20,Medium,High,Cotton
Sandy,Rice,12,High,Medium,Millets
Clay,Mustard,13,Medium,Medium,Coffee
Chalky,Mustard,6,Medium,Medium,Barley
Peaty,Peas,12,Medium,Medium,Lentils
Silty,Sugarcane,5,Low,High,Rice
Silty,Lentils,10,Low,High,Soybean
Sandy,Lentils,11,High,High,Cotton
Silty,Lentils,16,Low,Medium,Soybean
Loamy,Sesame,14,High,High,Peas
Loamy,Soybean,17,High,Medium,Peas
Peaty,Barley,6,Medium,High,Soybean
Clay,Sugarcane,4,Low,Low,Corn
Silty,Flaxseed,20,Medium,Medium,Tomato
Peaty,Sesame,17,High,Medium,Lentils
Loamy,Flaxseed,8,Medium,Medium,Peas
Peaty,Barley,20,High,High,Soybean
Sandy,Corn,6,High,Medium,Cotton
Silty,Lentils,10,High,High,Soybean
Chalky,Cotton,4,Low,Medium,Oats
Sandy,Soybean,5,High,High,Cotton
Sandy,Soybean,12,Medium,Low,Cotton
Sandy,Sesame,15,Low,Low,Mustard
Silty,Flaxseed,2,Low,High,Soybean
Peaty,Soybean,3,High,Low,Sesame
Peaty,Chickpea,11,Low,High,Sesame
Sandy,Soybean,16,High,High,Mustard
Loamy,Millets,3,High,Low,Sunflower
Clay,Lentils,11,Medium,Medium,Millets
Sandy,Mustard,5,Low,Low,Cotton
Loamy,Sugarcane,9,High,High,Sunflower
Chalky,Sugarcane,8,Medium,Medium,Oats
Peaty,Corn,6,High,High,Lentils
Clay,Corn,9,Medium,Medium,Tomato
Silty,Sugarcane,7,High,High,Soybean
Peaty,Sunflower,15,High,Low,Lentils
Chalky,Soybean,20,Medium,High,Barley
Sandy,Sesame,2,Low,Low,Mustard
Chalky,Sugarcane,4,Medium,High,Oats
Chalky,Barley,4,Low,Low,Barley
Clay,Soybean,3,Low,High,Carrot
Clay,Mustard,12,Low,Low,Spinach
Sandy,Peas,14,Low,High,Millets
